event,event_type,timestamp,parser,source
http://example.org/ord2i#Event_013799,FileSystemOp,2023-12-26T00:38:01.397985+00:00,filestat,FILE
http://example.org/ord2i#Event_013800,FileModify,2023-12-26T00:38:01.399319+00:00,usnjrnl,FILE
http://example.org/ord2i#Event_013801,FileSystemOp,2023-12-26T00:38:01.399319+00:00,filestat,FILE
http://example.org/ord2i#Event_013802,FileDelete,2023-12-26T00:38:01.413596+00:00,usnjrnl,FILE
http://example.org/ord2i#Event_013803,FileSystemOp,2023-12-26T00:38:01.421463+00:00,filestat,FILE
http://example.org/ord2i#Event_013804,FileSystemOp,2023-12-26T00:38:01.421463+00:00,filestat,FILE
http://example.org/ord2i#Event_013805,FileSystemOp,2023-12-26T00:38:01.421463+00:00,filestat,FILE
http://example.org/ord2i#Event_013806,FileCreate,2023-12-26T00:38:01.422672+00:00,usnjrnl,FILE
http://example.org/ord2i#Event_013807,FileCreate,2023-12-26T00:38:01.422672+00:00,usnjrnl,FILE
http://example.org/ord2i#Event_013808,FileSystemOp,2023-12-26T00:38:01.427678+00:00,filestat,FILE
http://example.org/ord2i#Event_013809,FileModify,2023-12-26T00:38:01.440802+00:00,usnjrnl,FILE
http://example.org/ord2i#Event_013810,RegistryModify,2023-12-26T00:38:01.464521+00:00,winreg/winreg_default,REG
http://example.org/ord2i#Event_013811,FileDelete,2023-12-26T00:38:01.513001+00:00,usnjrnl,FILE
http://example.org/ord2i#Event_013812,FileCreate,2023-12-26T00:38:01.528420+00:00,usnjrnl,FILE
http://example.org/ord2i#Event_013813,FileSystemOp,2023-12-26T00:38:01.611887+00:00,filestat,FILE
http://example.org/ord2i#Event_013814,FileSystemOp,2023-12-26T00:38:01.611887+00:00,filestat,FILE
http://example.org/ord2i#Event_013815,FileSystemOp,2023-12-26T00:38:01.611887+00:00,filestat,FILE
http://example.org/ord2i#Event_013816,FileCreate,2023-12-26T00:38:01.641612+00:00,usnjrnl,FILE
http://example.org/ord2i#Event_013817,FileSystemOp,2023-12-26T00:38:01.641612+00:00,filestat,FILE
http://example.org/ord2i#Event_013818,FileSystemOp,2023-12-26T00:38:01.641612+00:00,filestat,FILE
http://example.org/ord2i#Event_013819,FileSystemOp,2023-12-26T00:38:01.641612+00:00,filestat,FILE
http://example.org/ord2i#Event_013820,FileModify,2023-12-26T00:38:01.655191+00:00,usnjrnl,FILE
http://example.org/ord2i#Event_013821,FileDelete,2023-12-26T00:38:01.655191+00:00,usnjrnl,FILE
http://example.org/ord2i#Event_013822,FileCreate,2023-12-26T00:38:01.655191+00:00,usnjrnl,FILE
http://example.org/ord2i#Event_013823,RegistryModify,2023-12-26T00:38:01.655191+00:00,winreg/winreg_default,REG
http://example.org/ord2i#Event_013824,FileSystemOp,2023-12-26T00:38:01.655191+00:00,filestat,FILE
http://example.org/ord2i#Event_013825,SystemEvent,2023-12-26T00:38:01.656427+00:00,winevtx,EVT
http://example.org/ord2i#Event_013826,SystemEvent,2023-12-26T00:38:01.656427+00:00,winevtx,EVT
http://example.org/ord2i#Event_013827,RegistryModify,2023-12-26T00:38:01.658846+00:00,winreg/winreg_default,REG
http://example.org/ord2i#Event_013828,RegistryModify,2023-12-26T00:38:01.665968+00:00,winreg/winreg_default,REG
http://example.org/ord2i#Event_013829,FileCreate,2023-12-26T00:38:01.753725+00:00,usnjrnl,FILE
http://example.org/ord2i#Event_013830,FileSystemOp,2023-12-26T00:38:01.753725+00:00,filestat,FILE
http://example.org/ord2i#Event_013831,FileSystemOp,2023-12-26T00:38:01.753725+00:00,filestat,FILE
http://example.org/ord2i#Event_013832,FileSystemOp,2023-12-26T00:38:01.753725+00:00,filestat,FILE
http://example.org/ord2i#Event_013833,FileSystemOp,2023-12-26T00:38:01.753725+00:00,filestat,FILE
http://example.org/ord2i#Event_013834,FileSystemOp,2023-12-26T00:38:01.753725+00:00,filestat,FILE
