timestamp,url,hostname,title
2023-12-26T00:37:07.505660+00:00,https://stubdownloader.services.mozilla.com/?attribution_code=c291cmNlPXd3dy5iaW5nLmNvbSZtZWRpdW09cmVmZXJyYWwmY2FtcGFpZ249KG5vdCBzZXQpJmNvbnRlbnQ9KG5vdCBzZXQpJmV4cGVyaW1lbnQ9KG5vdCBzZXQpJnZhcmlhdGlvbj0obm90IHNldCkmdWE9ZWRnZSZjbGllbnRfaWQ9NDU5NjUxODgxLjE3MDM1NTEwMTUmc2Vzc2lvbl9pZD0xMzM3MTk2NDI1JmRsc291cmNlPW1vem9yZw..&attribution_sig=be00c2e70b20b58ffd96452017476a48234b85f552e64d8a4747f88ddd83fbdd&lang=en-US&os=win&product=firefox-stub,stubdownloader.services.mozilla.com,
2023-12-26T00:37:07.505660+00:00,https://cdn.stubdownloader.services.mozilla.com/builds/firefox-stub/en-US/win/ef5a2910edab879b9d22df3dbd331af666fa69b040641e1e053b2ea6ca113d26/Firefox%20Installer.exe,cdn.stubdownloader.services.mozilla.com,
2023-12-26T00:37:07.505660+00:00,https://download.mozilla.org/?product=firefox-stub&os=win&lang=en-US&attribution_code=c291cmNlPXd3dy5iaW5nLmNvbSZtZWRpdW09cmVmZXJyYWwmY2FtcGFpZ249KG5vdCBzZXQpJmNvbnRlbnQ9KG5vdCBzZXQpJmV4cGVyaW1lbnQ9KG5vdCBzZXQpJnZhcmlhdGlvbj0obm90IHNldCkmdWE9ZWRnZSZjbGllbnRfaWQ9NDU5NjUxODgxLjE3MDM1NTEwMTUmc2Vzc2lvbl9pZD0xMzM3MTk2NDI1JmRsc291cmNlPW1vem9yZw..&attribution_sig=be00c2e70b20b58ffd96452017476a48234b85f552e64d8a4747f88ddd83fbdd,download.mozilla.org,
2023-12-26T00:37:07.505660+00:00,https://stubdownloader.services.mozilla.com/?attribution_code=c291cmNlPXd3dy5iaW5nLmNvbSZtZWRpdW09cmVmZXJyYWwmY2FtcGFpZ249KG5vdCBzZXQpJmNvbnRlbnQ9KG5vdCBzZXQpJmV4cGVyaW1lbnQ9KG5vdCBzZXQpJnZhcmlhdGlvbj0obm90IHNldCkmdWE9ZWRnZSZjbGllbnRfaWQ9NDU5NjUxODgxLjE3MDM1NTEwMTUmc2Vzc2lvbl9pZD0xMzM3MTk2NDI1JmRsc291cmNlPW1vem9yZw..&attribution_sig=be00c2e70b20b58ffd96452017476a48234b85f552e64d8a4747f88ddd83fbdd&lang=en-US&os=win&product=firefox-stub,stubdownloader.services.mozilla.com,
2023-12-26T00:37:12.436870+00:00,https://login.live.com/oauth20_desktop.srf?lc=1033,login.live.com,
2023-12-26T00:37:12.436870+00:00,https://login.live.com/oauth20_logout.srf?client_id=00000000480728C5&redirect_uri=https://login.live.com/oauth20_desktop.srf,login.live.com,
2023-12-26T00:37:12.436870+00:00,https://login.live.com/oauth20_desktop.srf?lc=1033,login.live.com,
2023-12-26T00:37:12.436870+00:00,https://login.live.com/oauth20_logout.srf?client_id=00000000480728C5&redirect_uri=https://login.live.com/oauth20_desktop.srf,login.live.com,
2023-12-26T00:37:14.244039+00:00,https://login.live.com/oauth20_authorize.srf?client_id=00000000480728C5&scope=service::ssl.live.com::MBI_SSL&response_type=token&display=windesktop&theme=win7&lc=1033&redirect_uri=https://login.live.com/oauth20_desktop.srf&lw=1&fl=wld2,login.live.com,Sign in to your Microsoft account
2023-12-26T00:44:45.121000+00:00,https://www.mozilla.org/privacy/firefox,www.mozilla.org,
